,waitlistFlag,sanctionFlag,contactDetails_address_geoLocationDetails_latitude,contactDetails_address_geoLocationDetails_longitude,Room Size,home,maximumRAD,maximumDAP
0,True,False,-27.9222037,153.384513,Average size 14.5m2,501 Respite & Care Services,500000.0,86.03
1,True,False,-27.9222037,153.384513,Average size 12.6 m2,501 Respite & Care Services,500000.0,86.03
4,True,False,-37.2779691,142.9329944,3.90 square metres,70 Lowe Street,300000.0,51.62
8,True,False,-32.4996651,137.7811176,14.57m2,A M Ramsay Village,270000.0,46.45
9,True,False,-32.4996651,137.7811176,14.88m2,A M Ramsay Village,270000.0,46.45
10,True,False,-32.4996651,137.7811176,12.92m2,A M Ramsay Village,260000.0,44.73
11,True,False,-32.4996651,137.7811176,14.88m2,A M Ramsay Village,280000.0,48.18
12,True,False,-32.4996651,137.7811176,14.88m2,A M Ramsay Village,280000.0,48.18
13,True,False,-32.4996651,137.7811176,14.88m2,A M Ramsay Village,270000.0,46.45
14,False,False,-37.95856,145.0761367,14.88m2,A. G. Eastwood Hostel,270000.0,46.45
15,False,False,-37.9480938,145.0220683,Size of rooms vary from 11m2 to 17m2,Abberfield Aged Care Facility,550000.0,94.63
17,True,False,-38.0792233,142.8108453,20,Abbeyfield House Hostel,300000.0,51.62
18,True,False,-38.0792233,142.8108453,20,Abbeyfield House Hostel,300000.0,51.62
19,True,False,-38.0792233,142.8108453,20,Abbeyfield House Hostel,300000.0,51.62
20,True,False,-38.0792233,142.8108453,20,Abbeyfield House Hostel,300000.0,51.62
21,True,False,-38.0792233,142.8108453,20,Abbeyfield House Hostel,300000.0,51.62
22,True,False,-33.8819208,150.9967359,24,Abel Tasman Village,350000.0,60.22
23,True,False,-33.8819208,150.9967359,30,Abel Tasman Village,420000.0,72.26
24,True,False,-33.8819208,150.9967359,24,Abel Tasman Village,400000.0,68.82
25,True,False,-33.8819208,150.9967359,58,Abel Tasman Village,450000.0,77.42
27,True,False,-33.8819208,150.9967359,55,Abel Tasman Village,450000.0,77.42
29,True,False,-33.8819208,150.9967359,27.5,Abel Tasman Village,400000.0,68.82
30,True,False,-32.8318061,151.3499421,Ranging from 15.27m2 to 20.13m2,Abernethy Nursing Home,395000.0,67.96
31,True,False,-32.8318061,151.3499421,One single room 11.80m2,Abernethy Nursing Home,310000.0,53.34
38,True,False,-36.3638936,145.3916584,16.28,Acacia House Residential Aged Care Service,350000.0,60.22
48,True,False,-34.0243645,151.0094527,18.5m2,Advantaged Care at Barden Lodge,550000.0,94.63
49,True,False,-34.0243645,151.0094527,18.5m2,Advantaged Care at Barden Lodge,650000.0,111.84
50,True,False,-34.0243645,151.0094527,18.5m2,Advantaged Care at Barden Lodge,775000.0,133.34
51,True,False,-34.0243645,151.0094527,18.5m2,Advantaged Care at Barden Lodge,505000.0,86.89
52,True,False,-33.9113046,150.9933056,18.5 m2,Advantaged Care at Georges Manor,550000.0,94.63
53,True,False,-33.9113046,150.9933056,18.5 m2,Advantaged Care at Georges Manor,550000.0,94.63
54,True,False,-33.9113046,150.9933056,18.5 m2,Advantaged Care at Georges Manor,630000.0,108.39
56,True,False,-33.9113046,150.9933056,18.5 m2,Advantaged Care at Georges Manor,430000.0,73.98
57,True,False,-33.9113046,150.9933056,18.5 m2,Advantaged Care at Georges Manor,480000.0,82.59
58,False,False,-36.7754668,144.2544869,17.5,AdventCare Bendigo,300000.0,51.62
59,False,False,-36.7754668,144.2544869,17.5 - 18,AdventCare Bendigo,550000.0,94.63
60,False,False,-37.8246589,145.1674969,22,AdventCare Whitehorse (Hostel),700000.0,120.44
61,False,False,-37.8246589,145.1674969,24 x 11m2 & 2 x 16.7m2,AdventCare Whitehorse (Hostel),550000.0,94.63
62,False,False,-37.8246589,145.1674969,58 x 14.9m2 & 2 x 16.3m2,AdventCare Whitehorse (Hostel),550000.0,94.63
63,False,False,-37.8246589,145.1674969,16.8m2,AdventCare Whitehorse (Hostel),650000.0,111.84
64,False,False,-37.8246589,145.1674969,13m2,AdventCare Whitehorse (Hostel),600000.0,103.23
65,False,False,-37.8246589,145.1674969,9 x 11m2 & 3 x 13.1m2,AdventCare Whitehorse (Hostel),550000.0,94.63
66,False,False,-37.7523015,145.7024769,12.96,AdventCare Yarra Ranges,350000.0,60.22
67,False,False,-37.7523015,145.7024769,12.96,AdventCare Yarra Ranges,200000.0,34.41
68,True,False,-33.7420906,150.9183365,13m2  to  20m2,Adventist Nursing Home,395000.0,67.96
70,True,False,-32.0457461,115.8654312,Size range from 11.4m2-16m2 in size,Adventist Residential Care,400000.0,68.82
71,True,False,-32.0457461,115.8654312,Size range from 13.4m2-14.3m2 in size,Adventist Residential Care,425000.0,73.12
72,True,False,-32.0457461,115.8654312,Size range from 13.9m2-16m2 in size,Adventist Residential Care,450000.0,77.42
77,True,False,-32.0457461,115.8654312,8.4,Adventist Residential Care,375000.0,64.52
78,True,False,-27.5953733,153.2823166,20,Adventist Retirement Village - Victoria Pt,500000.0,86.03
79,True,False,-27.5953733,153.2823166,20,Adventist Retirement Village - Victoria Pt,500000.0,86.03
80,True,False,-27.5953733,153.2823166,20,Adventist Retirement Village - Victoria Pt,500000.0,86.03
81,True,False,-27.5953733,153.2823166,20,Adventist Retirement Village - Victoria Pt,450000.0,77.42
83,True,False,-27.5953733,153.2823166,24,Adventist Retirement Village - Victoria Pt,550000.0,94.63
84,False,False,-31.9843264,115.7899285,14.1m2,Aegis Alfred Carson,400000.0,68.82
85,False,False,-31.9843264,115.7899285,21.2m2,Aegis Alfred Carson,545000.0,93.77
86,False,False,-31.9843264,115.7899285,14.1m2,Aegis Alfred Carson,400000.0,68.82
87,False,False,-31.9843264,115.7899285,21.2m2,Aegis Alfred Carson,545000.0,93.77
88,False,False,-31.9843264,115.7899285,14.1m2,Aegis Alfred Carson,500000.0,86.03
89,False,False,-31.9843264,115.7899285,14.1m2,Aegis Alfred Carson,500000.0,86.03
91,False,False,-32.1094571,115.7787979,15.27m2,Aegis Amberley,320000.0,55.06
92,False,False,-32.1094571,115.7787979,15.27m2,Aegis Amberley,520000.0,89.47
93,False,False,-32.1094571,115.7787979,15.27m2,Aegis Amberley,400000.0,68.82
94,False,False,-32.1094571,115.7787979,15.27m2,Aegis Amberley,520000.0,89.47
95,False,False,-32.1094571,115.7787979,15.27m2,Aegis Amberley,400000.0,68.82
96,False,False,-31.6776515,115.7093837,14.86m2,Aegis Anchorage,280000.0,48.18
97,False,False,-31.6776515,115.7093837,14.86m2,Aegis Anchorage,280000.0,48.18
98,False,False,-31.6776515,115.7093837,17m2,Aegis Anchorage,480000.0,82.59
99,False,False,-31.6776515,115.7093837,15.88m2,Aegis Anchorage,400000.0,68.82
100,False,False,-31.6776515,115.7093837,17m2,Aegis Anchorage,480000.0,82.59
101,False,False,-31.6776515,115.7093837,15.88m2,Aegis Anchorage,400000.0,68.82
104,True,False,-31.9904226,115.8570931,Average size 24m2,Aegis Balmoral,540000.0,92.91
105,True,False,-31.9904226,115.8570931,Average size 24m2,Aegis Balmoral,540000.0,92.91
106,True,False,-31.9904226,115.8570931,Average 24m,Aegis Balmoral,400000.0,68.82
107,True,False,-31.9904226,115.8570931,Average 24m,Aegis Balmoral,450000.0,77.42
108,True,False,-31.9904226,115.8570931,Average 24m,Aegis Balmoral,550000.0,94.63
109,True,False,-31.9904226,115.8570931,Average 24m,Aegis Balmoral,650000.0,111.84
111,False,False,-32.2484826,115.8112435,16.2m2,Aegis Banksia Park,240000.0,41.29
112,False,False,-32.2484826,115.8112435,16.2m2,Aegis Banksia Park,400000.0,68.82
113,False,False,-32.2484826,115.8112435,16.2m2,Aegis Banksia Park,320000.0,55.06
114,False,False,-31.904351,115.951906,16.91m2,Aegis Bassendean,400000.0,68.82
117,False,False,-31.904351,115.951906,16.91m2,Aegis Bassendean,340000.0,58.5
118,False,False,-31.904351,115.951906,16.91m2,Aegis Bassendean,480000.0,82.59
119,False,False,-31.904351,115.951906,16.91m2,Aegis Bassendean,380000.0,65.38
120,False,False,-32.080907,115.7792508,18.76m2,Aegis Carrington,340000.0,58.5
121,False,False,-32.080907,115.7792508,18m2,Aegis Carrington,340000.0,58.5
124,False,False,-32.080907,115.7792508,18.76m2,Aegis Carrington,420000.0,72.26
125,False,False,-32.080907,115.7792508,18.76m2,Aegis Carrington,420000.0,72.26
126,False,False,-32.080907,115.7792508,18.76m2,Aegis Carrington,340000.0,58.5
129,False,False,-32.080907,115.7792508,16m2,Aegis Carrington,340000.0,58.5
131,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,400000.0,68.82
132,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,400000.0,68.82
133,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,400000.0,68.82
134,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,450000.0,77.42
135,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,540000.0,92.91
136,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,360000.0,61.94
137,False,False,-33.6649573,115.2874352,14.6m2,Aegis Ellenvale,360000.0,61.94
139,False,False,-32.530882,115.7616879,17.76m2,Aegis Greenfields,480000.0,82.59
140,False,False,-32.530882,115.7616879,16.08m2,Aegis Greenfields,400000.0,68.82
142,False,False,-32.530882,115.7616879,16.08m2,Aegis Greenfields,340000.0,58.5
143,False,False,-32.530882,115.7616879,16.08m2,Aegis Greenfields,340000.0,58.5
144,False,False,-32.530882,115.7616879,16.08m2,Aegis Greenfields,400000.0,68.82
145,False,False,-31.785723,115.9680455,15.68m2,Aegis Hermitage,380000.0,65.38
147,False,False,-31.785723,115.9680455,15.68m2,Aegis Hermitage,340000.0,58.5
148,False,False,-31.785723,115.9680455,15.68m2,Aegis Hermitage,520000.0,89.47
149,False,False,-31.785723,115.9680455,15.68m2,Aegis Hermitage,420000.0,72.26
152,False,True,-32.07277,115.79019,Average 17m2,Aegis Hilton Park,340000.0,58.5
153,False,True,-32.07277,115.79019,Average 18m2,Aegis Hilton Park,480000.0,82.59
154,False,True,-32.07277,115.79019,Average 19m2,Aegis Hilton Park,480000.0,82.59
155,False,True,-32.07277,115.79019,19.11m2,Aegis Hilton Park,480000.0,82.59
156,False,True,-32.07277,115.79019,Average 18m2,Aegis Hilton Park,400000.0,68.82
163,False,False,-31.93974,115.94117,15.98m2,Aegis Lakeside,280000.0,48.18
164,False,False,-31.93974,115.94117,15.91-16.83m2,Aegis Lakeside,440000.0,75.7
165,False,False,-31.93974,115.94117,15.58-15.98m2,Aegis Lakeside,340000.0,58.5
168,False,False,-31.9431165,115.8713247,Average 17.2m2,Aegis Lincoln Park,320000.0,55.06
169,False,False,-31.9431165,115.8713247,Average 17.2m2,Aegis Lincoln Park,400000.0,68.82
172,False,False,-32.03766,115.79426,14.32m2,Aegis Melville,320000.0,55.06
174,False,False,-32.03766,115.79426,16.44m2,Aegis Melville,450000.0,77.42
176,False,False,-31.9388127,115.9419494,16.5m2,Aegis Parkview,320000.0,55.06
177,False,False,-31.9388127,115.9419494,16.5m2,Aegis Parkview,320000.0,55.06
178,False,False,-31.9388127,115.9419494,16.5m2,Aegis Parkview,420000.0,72.26
179,False,False,-31.9388127,115.9419494,16.5m2,Aegis Parkview,380000.0,65.38
180,False,False,-31.9388127,115.9419494,16.5m2,Aegis Parkview,380000.0,65.38
185,False,False,-31.8982291,115.8013529,17.36m2,Aegis Shawford,540000.0,92.91
186,False,False,-31.8982291,115.8013529,17.36m2,Aegis Shawford,540000.0,92.91
187,False,False,-31.8982291,115.8013529,17.36m2,Aegis Shawford,480000.0,82.59
188,False,False,-31.8982291,115.8013529,17.36m2,Aegis Shawford,480000.0,82.59
189,False,False,-31.8982291,115.8013529,17.36m2,Aegis Shawford,540000.0,92.91
190,False,False,-31.8982291,115.8013529,26.6m2,Aegis Shawford,520000.0,89.47
192,False,False,-32.2925522,115.7080626,16.5m2,Aegis Shoalwater,280000.0,48.18
193,False,False,-32.2925522,115.7080626,16.5m2,Aegis Shoalwater,280000.0,48.18
194,False,False,-32.2925522,115.7080626,24.1m2,Aegis Shoalwater,545000.0,93.77
195,False,False,-32.2925522,115.7080626,16.5m2,Aegis Shoalwater,380000.0,65.38
196,False,False,-32.2925522,115.7080626,16.5m2,Aegis Shoalwater,380000.0,65.38
200,False,False,-32.0491,115.77723,14.9m2,Aegis St Francis,340000.0,58.5
207,False,False,-31.9041399,115.8606472,14.6m2,Aegis Stirling,400000.0,68.82
208,False,False,-31.9041399,115.8606472,14.4m2,Aegis Stirling,500000.0,86.03
209,False,False,-31.9041399,115.8606472,14.4m2,Aegis Stirling,450000.0,77.42
212,False,False,-31.79244,115.96336,19.36m2,Aegis The Pines,420000.0,72.26
213,False,False,-31.79244,115.96336,17.08m2,Aegis The Pines,340000.0,58.5
215,False,False,-31.8163704,115.8196907,15m2,Aegis Woodlake,540000.0,92.91
216,False,False,-31.8163704,115.8196907,15m2,Aegis Woodlake,540000.0,92.91
217,False,False,-31.8163704,115.8196907,15m2,Aegis Woodlake,400000.0,68.82
218,False,False,-31.8163704,115.8196907,15m2,Aegis Woodlake,400000.0,68.82
219,False,False,-31.8163704,115.8196907,15m2,Aegis Woodlake,340000.0,58.5
220,False,False,-31.8163704,115.8196907,15m2,Aegis Woodlake,480000.0,82.59
221,False,False,-32.0196046,115.9108582,18,Agmaroy Nursing Home,380000.0,65.38
227,True,False,-34.2020681,150.5529741,Minimum size is 20m2,Agris Hutrof House,300000.0,51.62
228,True,False,-34.2020681,150.5529741,Minimum size is 20m2,Agris Hutrof House,360000.0,61.94
233,False,False,-41.0781665,146.8073179,17m²,Ainslie Low Head,300000.0,51.62
234,False,False,-41.0781665,146.8073179,17m²,Ainslie Low Head,300000.0,51.62
235,False,False,-41.0781665,146.8073179,15 m²,Ainslie Low Head,250000.0,43.01
236,False,False,-41.0781665,146.8073179,15 m²,Ainslie Low Head,250000.0,43.01
237,False,False,-41.0781665,146.8073179,17m²,Ainslie Low Head,300000.0,51.62
238,False,False,-41.0781665,146.8073179,17m²,Ainslie Low Head,300000.0,51.62
239,False,False,-41.0781665,146.8073179,15 m²,Ainslie Low Head,250000.0,43.01
240,False,False,-41.0781665,146.8073179,15 m²,Ainslie Low Head,250000.0,43.01
241,True,False,-33.880861,151.238349,22-26 sqm,Albert Court Aged Care,700000.0,120.44
242,True,False,-33.880861,151.238349,22-26 sqm,Albert Court Aged Care,750000.0,129.04
243,True,False,-33.880861,151.238349,28sqm,Albert Court Aged Care,800000.0,137.64
245,True,False,-36.892078,149.908475,12.95,Albert Moore Gardens,300000.0,51.62
246,True,False,-36.892078,149.908475,12.95,Albert Moore Gardens,300000.0,51.62
247,True,False,-36.892078,149.908475,12.95,Albert Moore Gardens,300000.0,51.62
248,True,False,-36.892078,149.908475,12.95,Albert Moore Gardens,300000.0,51.62
249,True,False,-36.892078,149.908475,12.95,Albert Moore Gardens,300000.0,51.62
250,True,False,-36.0551297,146.9151654,16,Albury & District Private Nursing Home,500000.0,86.03
251,True,False,-36.0551297,146.9151654,16,Albury & District Private Nursing Home,310000.0,53.34
252,True,False,-36.0551297,146.9151654,16,Albury & District Private Nursing Home,420000.0,72.26
253,True,False,-36.0551297,146.9151654,average is 22.36m2,Albury & District Private Nursing Home,650000.0,111.84
254,False,False,-36.3500662,146.690617,Approximately 13 square meters.,Albury Wodonga Health Residential Care Program,310000.0,53.34
257,True,False,-35.3367071,143.5332906,14.6,Alcheringa Hostel,520000.0,89.47
261,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,300000.0,51.62
262,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,300000.0,51.62
263,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,400000.0,68.82
265,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,300000.0,51.62
267,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,400000.0,68.82
268,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,400000.0,68.82
269,True,False,-34.8909888,138.640567,14 m2,Aldersgate Aged Care Services,400000.0,68.82
271,True,False,-35.276488,138.462646,20.4-28.4 (m2),Aldinga Beach Court,250000.0,43.01
272,True,False,-35.276488,138.462646,20.4 - 28.4 (m2),Aldinga Beach Court,495000.0,85.17
273,True,False,-35.276488,138.462646,20.7 (m2),Aldinga Beach Court,395000.0,67.96
276,True,False,-33.7588452,151.2768156,23,Alexander Aged Care,500000.0,86.03
277,True,False,-33.7588452,151.2768156,21.38 - 25.9 (m2) including balcony,Alexander Aged Care,500000.0,86.03
278,True,False,-33.7588452,151.2768156,12.6 to 17.6 (m2),Alexander Aged Care,450000.0,77.42
279,True,False,-33.7662371,151.2193298,The rooms range from 3.4 x 2.2m to 3.4 x 3.2m,Alexander Campbell House,435000.0,74.84
280,True,False,-33.7662371,151.2193298,The rooms range from  3.4 x 2.2m to 3.4 x 3.2m,Alexander Campbell House,495000.0,85.17
281,True,False,,,16,Algester Lodge,395000.0,67.96
283,True,False,,,24,Algester Lodge,550000.0,94.63
285,True,False,,,24,Algester Lodge,550000.0,94.63
286,True,False,-30.9821468,150.2516725,24,Alkira Aged Care,550000.0,94.63
287,True,False,-34.039297,151.100488,24,Alkira Gardens,550000.0,94.63
291,False,False,-36.5570563,145.996618,13.5,Alkoomi Residential Care,325000.0,55.92
292,False,False,-36.5570563,145.996618,13.5,Alkoomi Residential Care,300000.0,51.62
295,True,False,-35.1069032,138.5358208,20,All Care Aged Care The Vales,550000.0,94.63
296,True,False,-35.1069032,138.5358208,20,All Care Aged Care The Vales,189000.0,32.52
300,True,False,-35.1069032,138.5358208,20,All Care Aged Care The Vales,539000.0,92.74
301,True,False,-34.9721939,138.5966038,20,All Hallows Court Residential Care,539000.0,92.74
306,True,False,-36.7452526,141.937601,Rooms sizes range from 12m2 to 14.7m2,Allan W Lockwood Special Care Hostel,525000.0,90.33
307,True,False,-37.87089,144.7636224,13.5<br/>,Allanvale Private Nursing Home,290000.0,49.9
311,True,False,-36.0123977,146.006146,18,Allawah Special Care Hostel,367500.0,63.23
312,True,False,-36.0123977,146.006146,14,Allawah Special Care Hostel,306250.0,52.69
317,True,False,-26.9380377,152.5648447,approximately 19m2,Aloaka Lodge,280000.0,48.18
318,True,False,-26.9380377,152.5648447,approximately 19m2,Aloaka Lodge,190000.0,32.69
319,True,False,-26.9380377,152.5648447,approximately 19m2,Aloaka Lodge,350000.0,60.22
320,True,False,-37.779966,145.035688,approximately 19m2,Alphington Aged Care,350000.0,60.22
321,True,False,-28.8310473,153.4396413,15.5M2-20m2,Alstonville Adventist Aged Care Facility,365000.0,62.8
322,True,False,-28.8310473,153.4396413,16m2 - 17m2,Alstonville Adventist Aged Care Facility,330000.0,56.78
323,True,False,-28.8310473,153.4396413,16m2 - 19m2,Alstonville Adventist Aged Care Facility,365000.0,62.8
324,True,False,-28.8310473,153.4396413,15.5m2 - 17m2,Alstonville Adventist Aged Care Facility,330000.0,56.78
325,True,False,-33.0768626,151.4519758,16,Alton Lodge,275000.0,47.32
326,True,False,-33.0768626,151.4519758,20,Alton Lodge,315000.0,54.2
327,False,False,-35.0092497,138.5283293,40,Alwyndor Aged Care,450000.0,77.42
328,False,False,-35.0092497,138.5283293,A minimum 17.4 square metres,Alwyndor Aged Care,300000.0,51.62
329,False,False,-35.0092497,138.5283293,40,Alwyndor Aged Care,550000.0,94.63
330,False,False,-35.0092497,138.5283293,20.2 square meters,Alwyndor Aged Care,550000.0,94.63
331,False,False,-35.0092497,138.5283293,20.2 square meters,Alwyndor Aged Care,550000.0,94.63
332,False,False,-35.0092497,138.5283293,14.9 square meters,Alwyndor Aged Care,300000.0,51.62
333,False,False,-35.0092497,138.5283293,20.2 square meters,Alwyndor Aged Care,550000.0,94.63
334,False,False,-35.0092497,138.5283293,21.9 square meters,Alwyndor Aged Care,550000.0,94.63
336,True,False,-32.971278,151.699529,19.66,Amaroo Aged Care Facility,250000.0,43.01
337,True,False,-32.971278,151.699529,21.47,Amaroo Aged Care Facility,320000.0,55.06
338,False,False,-37.8814183,145.2742274,20,Amaroo Gardens - Aged Care Facility,400000.0,68.82
339,False,False,-37.8814183,145.2742274,15,Amaroo Gardens - Aged Care Facility,300000.0,51.62
346,True,False,-36.7601909,145.5703477,"10.6m sq, Room 25 is 13.3m sq, Room 26 is 11.5m sq",Amaroo Lodge Nursing Home,350000.0,60.22
353,False,False,,,3.7m2 x 4m2 double room 3.6m2 x 3.5m2 single room,Amaroo Village McMahon Caring Centre,404000.0,69.51
359,True,False,-38.1386904,145.8534714,Individual single rooms are between 18 - 21 m2,Amberlea Aged Care Facility,550000.0,94.63
360,True,False,-38.1386904,145.8534714,Rooms have an average area of 16 m2,Amberlea Aged Care Facility,450000.0,77.42
361,True,False,-38.1386904,145.8534714,Rooms have an average floor area of 16 m2,Amberlea Aged Care Facility,450000.0,77.42
362,False,True,-34.9157649,139.3074403,24,Aminya Village Hostel,350000.0,60.22
363,False,True,-34.9157649,139.3074403,15.2,Aminya Village Hostel,400000.0,68.82
364,False,True,-34.9157649,139.3074403,17.7,Aminya Village Hostel,450000.0,77.42
365,False,True,-34.9157649,139.3074403,18m2,Aminya Village Hostel,450000.0,77.42
366,True,False,-27.298945,152.961249,18,Anam Cara,420000.0,72.26
367,True,False,-27.298945,152.961249,18,Anam Cara,420000.0,72.26
370,False,False,-34.9017812,138.5275945,11.5 - 26.5m2,Ananda Aged Care Findon,515000.0,88.61
373,False,False,-34.8445055,138.6943881,22m2,Ananda Hope Valley Residential Care,490000.0,84.31
375,False,False,-34.8445055,138.6943881,11.5 - 23.5 m2,Ananda Hope Valley Residential Care,415000.0,71.4
376,True,False,-38.2194285,145.0441225,15.6,Andrew Kerr Frail And Aged Care Complex,350000.0,60.22
377,True,False,-38.2194285,145.0441225,13.76,Andrew Kerr Frail And Aged Care Complex,350000.0,60.22
378,True,False,-38.2194285,145.0441225,13.76,Andrew Kerr Frail And Aged Care Complex,450000.0,77.42
379,True,False,-38.2194285,145.0441225,15.6,Andrew Kerr Frail And Aged Care Complex,450000.0,77.42
380,True,False,-38.2194285,145.0441225,13.76,Andrew Kerr Frail And Aged Care Complex,450000.0,77.42
381,True,False,-38.2194285,145.0441225,13.76,Andrew Kerr Frail And Aged Care Complex,550000.0,94.63
382,False,True,-35.0175081,138.7383562,13.76,Andrewartha Aged Care,550000.0,94.63
383,False,False,-38.2137532,146.1509888,13.76,Andrews House,550000.0,94.63
384,True,False,-38.099033,145.183777,13.76,Andrina Aged Care,550000.0,94.63
385,True,False,-38.4053843,144.1795727,16,Anglesea Residential Aged Care Facility,500000.0,86.03
387,True,False,-38.4053843,144.1795727,14,Anglesea Residential Aged Care Facility,400000.0,68.82
388,True,False,,,17sqm,Anglican Care Bishop Tyrrell Place,310000.0,53.34
389,True,False,,,17sqm,Anglican Care Bishop Tyrrell Place,320000.0,55.06
390,True,False,-32.968293,151.6058963,19,Anglican Care C A Brown,350000.0,60.22
396,True,False,-33.028459,151.6040629,20,Anglican Care Carey Bay Gardens,280000.0,48.18
397,True,False,-33.028459,151.6040629,29,Anglican Care Carey Bay Gardens,290000.0,49.9
400,True,False,-32.9856946,151.6695147,21.5,Anglican Care Greenmount Gardens,320000.0,55.06
401,True,False,-32.9856946,151.6695147,21.5,Anglican Care Greenmount Gardens,310000.0,53.34
403,True,False,,,18,Anglican Care Jesmond Grove,340000.0,58.5
404,True,False,,,18,Anglican Care Jesmond Grove,325000.0,55.92
405,True,False,-32.968293,151.6058963,21.5,Anglican Care McIntosh Court,350000.0,60.22
406,True,False,-32.968293,151.6058963,21.5,Anglican Care McIntosh Court,330000.0,56.78
407,True,False,-31.8979741,152.4723242,16,Anglican Care Storm Village,290000.0,49.9
412,True,False,-33.2399839,151.4757161,19,Anglican Care Warnervale Gardens,300000.0,51.62
414,True,False,-33.2399839,151.4757161,19,Anglican Care Warnervale Gardens,320000.0,55.06
415,False,False,-27.9758113,153.4155937,14m2 to 18m2,Anglicare SQ Abri Home for the Aged,250000.0,43.01
418,False,False,-27.9758113,153.4155937,14m2 to 18m2 - Medium,Anglicare SQ Abri Home for the Aged,250000.0,43.01
421,False,False,-25.2635116,152.8239741,15m2 to 20m2,Anglicare SQ Kirami Home for the Aged,350000.0,60.22
422,False,False,-25.2635116,152.8239741,15m2 to 20m2,Anglicare SQ Kirami Home for the Aged,350000.0,60.22
423,False,False,-25.2635116,152.8239741,15m2 to 20m2 - Large,Anglicare SQ Kirami Home for the Aged,300000.0,51.62
424,False,False,-25.2635116,152.8239741,15m2 to 20m2 - Large,Anglicare SQ Kirami Home for the Aged,300000.0,51.62
425,False,False,-24.851663,152.388709,Medium,Anglicare SQ Meilene Home for the Aged,250000.0,43.01
426,False,False,-24.851663,152.388709,12m2 to 20m2 - Medium,Anglicare SQ Meilene Home for the Aged,250000.0,43.01
438,False,False,-27.484383,152.977548,Medium,Anglicare SQ St John's Home for Aged Men,250000.0,43.01
448,False,False,-27.3447342,153.0426438,Medium,Anglicare SQ Symes Grove Home for the Aged,290000.0,49.9
452,False,False,-27.597254,151.984248,Medium,Anglicare SQ Symes Thorpe Home for the Aged,250000.0,43.01
454,False,False,-27.597254,151.984248,Medium,Anglicare SQ Symes Thorpe Home for the Aged,250000.0,43.01
455,False,False,-27.597254,151.984248,Large,Anglicare SQ Symes Thorpe Home for the Aged,260000.0,44.73
514,True,False,-33.0422327,137.5712556,16-17m2,Annie Lockwood Court Hostel,300000.0,51.62
517,False,False,-34.4893948,150.4339819,25m2,Anthem,450000.0,77.42
518,False,False,-34.4893948,150.4339819,25m2,Anthem,400000.0,68.82
520,False,False,-34.4893948,150.4339819,39m2,Anthem,550000.0,94.63
521,False,False,-34.4893948,150.4339819,30m2,Anthem,500000.0,86.03
522,False,False,-34.4893948,150.4339819,28m2,Anthem,470000.0,80.87
523,False,False,-34.4893948,150.4339819,25m2,Anthem,450000.0,77.42
528,False,False,-34.4893948,150.4339819,66m2,Anthem,550000.0,94.63
529,False,False,-34.4893948,150.4339819,39m2,Anthem,545000.0,93.77
530,True,False,-37.8989281,144.9972827,39m2,ANZAC Hostel,545000.0,93.77
531,True,False,-37.7225706,144.9647412,15.3 - 18.6,Anzac Lodge Private Nursing Home,380000.0,65.38
533,True,False,-37.7225706,144.9647412,13.7 - 15,Anzac Lodge Private Nursing Home,380000.0,65.38
534,True,False,-37.7225706,144.9647412,16 - 18.1,Anzac Lodge Private Nursing Home,550000.0,94.63
535,True,False,-37.7225706,144.9647412,20.4,Anzac Lodge Private Nursing Home,550000.0,94.63
536,True,False,-37.7225706,144.9647412,15.3 - 18.1,Anzac Lodge Private Nursing Home,550000.0,94.63
537,True,False,-38.2696788,144.6098483,18 to 20 sqm,Arcare Bellarine,400000.0,68.82
538,True,False,-38.2696788,144.6098483,18 to 20 sqm,Arcare Bellarine,450000.0,77.42
539,True,False,-38.2696788,144.6098483,18 to 20 sqm,Arcare Bellarine,375000.0,64.52
540,True,False,-38.2696788,144.6098483,18 sqm,Arcare Bellarine,500000.0,86.03
541,True,False,-38.2696788,144.6098483,18 to 20 sqm,Arcare Bellarine,400000.0,68.82
542,True,False,-38.2696788,144.6098483,18 to 20 sqm,Arcare Bellarine,500000.0,86.03
543,True,False,-38.2696788,144.6098483,25 sqm,Arcare Bellarine,600000.0,103.23
544,True,False,-38.2696788,144.6098483,23.5 to 25.5 sqm,Arcare Bellarine,650000.0,111.84
545,True,False,-38.2696788,144.6098483,23.5 to 25 sqm,Arcare Bellarine,650000.0,111.84
546,True,False,-38.2696788,144.6098483,18- 20 sqm,Arcare Bellarine,450000.0,77.42
547,True,False,-37.9003764,144.9990246,from 14 to 16 sqm,Arcare Brighton,700000.0,120.44
