,waitlistFlag,sanctionFlag,contactDetails_address_geoLocationDetails_latitude,contactDetails_address_geoLocationDetails_longitude,Room Size,home,maximumRAD,maximumDAP
1288,True,False,,,14.8 (m2),Bexley Care Centre,230000.0,39.57
1297,True,False,-32.7497855,152.1675762,4 Rooms 20 (m2) All other Rooms 16 (m2),Bill King Aged Care Facility,550000.0,94.63
1299,True,False,-32.7497855,152.1675762,19 (m2),Bill King Aged Care Facility,250000.0,43.01
1300,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1301,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1302,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1303,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1304,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1305,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1306,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1307,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1308,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1309,True,True,-35.2356706,149.0508707,12.25,Bill McKenzie Gardens,550000.0,94.63
1310,True,False,-23.940655,151.3518615,19.5,Bindaree Lodge Hostel,350000.0,60.22
1311,True,False,-23.940655,151.3518615,approximately 12.6-16.2 m2,Bindaree Lodge Hostel,290000.0,49.9
1313,True,False,-23.940655,151.3518615,14.9,Bindaree Lodge Hostel,220000.0,37.85
1314,False,False,-37.0495796,146.0881979,14.9,Bindaree Retirement Centre,220000.0,37.85
1318,True,False,,,12,Bishop Davies Court,275000.0,47.32
1319,True,False,,,16,Bishop Davies Court,350000.0,60.22
1320,True,False,,,16,Bishop Davies Court,370000.0,63.66
1321,True,False,,,16,Bishop Davies Court,370000.0,63.66
1323,False,False,-33.981945,151.1105059,62.9,Blakehurst Aged Care Centre,800000.0,137.64
1324,False,False,-33.981945,151.1105059,37.7,Blakehurst Aged Care Centre,700000.0,120.44
1325,False,False,-33.981945,151.1105059,34.5-37.7,Blakehurst Aged Care Centre,650000.0,111.84
1326,False,False,-33.981945,151.1105059,17-27,Blakehurst Aged Care Centre,550000.0,94.63
1327,False,False,-33.981945,151.1105059,17,Blakehurst Aged Care Centre,500000.0,86.03
1330,True,False,-35.2980627,148.2190017,12.6,Blakeney Lodge,275000.0,47.32
1332,True,False,-26.6136797,153.039073,20,Blue Care Bli Bli Aged Care Facility,350000.0,60.22
1337,True,False,-27.594449,152.7364609,11,Blue Care Brassall Aged Care Facility,395000.0,67.96
1341,True,False,-26.7980186,153.1200202,20,Blue Care Caloundra Aged Care Facility,390000.0,67.1
1342,True,False,,,20,Blue Care Capricorn Aged Care Facility,380000.0,65.38
1348,True,False,-28.1267695,153.4632243,14.85,Blue Care Elanora Pineshaven Aged Care Facility,390000.0,67.1
1350,True,False,,,18.5,Blue Care Emerald Avalon Aged Care Facility,300000.0,51.62
1351,True,False,,,18.5,Blue Care Emerald Avalon Aged Care Facility,300000.0,51.62
1356,True,False,,,18.5,Blue Care Emerald Avalon Aged Care Facility,300000.0,51.62
1357,True,False,,,18.5,Blue Care Emerald Avalon Aged Care Facility,300000.0,51.62
1363,True,False,,,21.3,Blue Care Gracemere Aged Care Facility,395000.0,67.96
1365,False,False,,,17,Blue Care Gympie Winston House Aged Care Facility,350000.0,60.22
1371,True,False,,,14,Blue Care Hervey Bay Bayhaven Aged Care Facility,300000.0,51.62
1373,True,False,-18.6449678,146.173198,16,Blue Care Ingham Bluehaven Aged Care Facility,380000.0,65.38
1374,True,False,-27.2511293,152.9799026,16,Blue Care Kallangur Pilgrim Aged Care Facility,380000.0,65.38
1375,True,False,,,25.4,Blue Care Kingaroy Canowindra Aged Care Facility,380000.0,65.38
1377,True,False,,,15,Blue Care Kingscliff Aged Care Facility,320000.0,55.06
1381,True,False,,,16,Blue Care Labrador Aged Care Facility,410000.0,70.54
1384,True,False,-27.282396,152.9564832,23,Blue Care Lawnton Pine Woods Aged Care Facility,390000.0,67.1
1385,True,False,,,23,Blue Care Lowood Glenwood Aged Care Facility,390000.0,67.1
1387,True,False,,,16,Blue Care Maleny Erowal Aged Care Facility,395000.0,67.96
1390,True,False,,,20,Blue Care Mareeba Aged Care Facility,390000.0,67.1
1391,True,False,,,20,Blue Care Redcliffe Aged Care Facility,390000.0,67.1
1392,True,False,-27.6139285,153.2971664,20,Blue Care Redland Bay Yarrabee Aged Care Facility,390000.0,67.1
1393,True,False,,,20,Blue Care Rothwell Nazarene Aged Care Facility,390000.0,67.1
1394,True,False,,,20,Blue Care Shalom Elders Village,390000.0,67.1
1395,True,False,,,20,Blue Care Springwood Yurana Aged Care Facility,390000.0,67.1
1398,True,False,-10.5741177,142.221897,20,Blue Care Star of the Sea Elders Village,228000.0,39.23
1399,True,False,-10.5741177,142.221897,20,Blue Care Star of the Sea Elders Village,228000.0,39.23
1402,True,False,-10.5741177,142.221897,20,Blue Care Star of the Sea Elders Village,228000.0,39.23
1403,True,False,-10.5741177,142.221897,20,Blue Care Star of the Sea Elders Village,228000.0,39.23
1404,True,False,-27.0799119,152.3756483,20,Blue Care Toogoolawah Alkira Aged Care Facility,228000.0,39.23
1406,True,False,-27.595922,151.9591771,14.7,Blue Care Toowoomba Residential Aged Care Facility,380000.0,65.38
1407,True,False,-27.595922,151.9591771,16.08m2 (including ensuite),Blue Care Toowoomba Residential Aged Care Facility,320000.0,55.06
1408,True,False,-27.595922,151.9591771,21.9m2 (including ensuite),Blue Care Toowoomba Residential Aged Care Facility,400000.0,68.82
1411,False,False,-19.2082812,146.7736918,12,Blue Care Townsville Pallarenda Aged Care Facility,280000.0,48.18
1412,False,False,-19.2082812,146.7736918,12,Blue Care Townsville Pallarenda Aged Care Facility,280000.0,48.18
1415,False,False,-19.2082812,146.7736918,12,Blue Care Townsville Pallarenda Aged Care Facility,280000.0,48.18
1416,False,False,-19.2082812,146.7736918,12,Blue Care Townsville Pallarenda Aged Care Facility,280000.0,48.18
1423,True,False,,,13.5,Blue Care Tweed Heads Amaroo Aged Care Facility,250000.0,43.01
1424,True,False,-26.7145951,153.1290246,15,Blue Care Warana Beachwood Aged Care Facility,350000.0,60.22
1427,True,False,,,16,Blue Care Wynnum Aged Care Facility,400000.0,68.82
1428,True,False,-37.854967,145.180253,minimum of 42m2,Blue Cross Livingstone Gardens,950000.0,163.45
1429,True,False,-37.854967,145.180253,minimum 20m2,Blue Cross Livingstone Gardens,550000.0,94.63
1430,True,False,-37.854967,145.180253,minimum 26 m2,Blue Cross Livingstone Gardens,800000.0,137.64
1431,True,False,-37.854967,145.180253,minimum 22 m2,Blue Cross Livingstone Gardens,700000.0,120.44
1432,False,False,-33.9477487,150.8609737,25.6 m2,Blue Hills Manor,300000.0,51.62
1433,False,False,-33.9477487,150.8609737,34.35m2,Blue Hills Manor,350000.0,60.22
1435,True,False,-37.761337,145.1200807,11.8 - 15.37 m2,BlueCross Ashby,400000.0,68.82
1436,True,False,-37.761337,145.1200807,14.57-21.7 m2,BlueCross Ashby,550000.0,94.63
1437,True,False,-37.971397,145.075935,14.57-21.7 m2,BlueCross Autumdale,550000.0,94.63
1438,True,False,-37.7812282,145.3174864,13.1-20.6 m2,BlueCross Baradine,450000.0,77.42
1440,True,False,-37.7812282,145.3174864,13.1-20.6 m2,BlueCross Baradine,450000.0,77.42
1441,True,False,-37.827812,145.104246,13.3-30.3 m2,BlueCross Broughtonlea,550000.0,94.63
1442,True,False,-37.827812,145.104246,15.8-30.3 m2,BlueCross Broughtonlea,650000.0,111.84
1443,True,False,-37.827812,145.104246,19-40.3 m2,BlueCross Broughtonlea,750000.0,129.04
1444,True,False,-38.0489873,145.1229538,15.35-17.66 m2,BlueCross Chelsea Manor,550000.0,94.63
1445,True,False,-38.0489873,145.1229538,16.64-17.66 m2,BlueCross Chelsea Manor,500000.0,86.03
1446,True,False,-38.0489873,145.1229538,15.35-17.66 m2,BlueCross Chelsea Manor,550000.0,94.63
1447,True,False,,,16.1 m2,BlueCross Cresthaven,450000.0,77.42
1448,True,False,,,13.9-21.3 m2,BlueCross Cresthaven,550000.0,94.63
1449,True,False,,,13.9-20.5 m2,BlueCross Cresthaven,600000.0,103.23
1450,True,False,,,22.5 m2,BlueCross Cresthaven,700000.0,120.44
1451,True,False,,,21.9-28 m2,BlueCross Darnlee,850000.0,146.25
1452,True,False,,,39-54.9,BlueCross Darnlee,1200000.0,206.47
1453,True,False,,,12.9-17.7 m2,BlueCross Darnlee,550000.0,94.63
1454,True,False,,,16.3-22 m2,BlueCross Darnlee,650000.0,111.84
1455,True,False,,,17.9-26.3 m2,BlueCross Darnlee,750000.0,129.04
1458,True,False,-38.0522452,145.1290481,11.7-16.1 m2,BlueCross Gardenia,350000.0,60.22
1459,True,False,-38.0522452,145.1290481,15-16.1 m2,BlueCross Gardenia,450000.0,77.42
1460,True,False,-37.7038403,144.9553432,15.1 m2,BlueCross Glengowrie,350000.0,60.22
1461,True,False,-37.7038403,144.9553432,15.1 m2,BlueCross Glengowrie,400000.0,68.82
1462,True,False,-37.7038403,144.9553432,14.8-15.1 m2,BlueCross Glengowrie,450000.0,77.42
1463,True,False,,,18.3-21.1 m2,BlueCross Hansworth,400000.0,68.82
1464,True,False,,,20.9 m2,BlueCross Hansworth,450000.0,77.42
1465,True,False,-37.8092613,145.0175669,14.2-20.8 m2,BlueCross Highgrove,550000.0,94.63
1466,True,False,-37.8092613,145.0175669,18.7-30.1 m2,BlueCross Highgrove,800000.0,137.64
1467,True,False,-37.8092613,145.0175669,24.9-32.8 m2,BlueCross Highgrove,900000.0,154.85
1468,True,False,-37.8092613,145.0175669,25.5-38.9 m2,BlueCross Highgrove,1200000.0,206.47
1469,True,False,-37.8092613,145.0175669,33.2-55.9 m2,BlueCross Highgrove,1400000.0,240.88
1471,True,False,-37.9555058,145.0287914,21.05-34.92 m2,BlueCross Karinya Grove,550000.0,94.63
1473,True,False,-37.9555058,145.0287914,18.31-23.55 m2,BlueCross Karinya Grove,600000.0,103.23
1474,True,False,-37.9555058,145.0287914,28.18 m2,BlueCross Karinya Grove,650000.0,111.84
1475,True,False,-37.9555058,145.0287914,28.18-38.56 m2,BlueCross Karinya Grove,750000.0,129.04
1476,True,False,-37.7016602,144.915342,14.7-16.6 m2,BlueCross Monterey,300000.0,51.62
1477,True,False,-37.7016602,144.915342,14.7-16.4 m2,BlueCross Monterey,350000.0,60.22
1478,True,False,-37.7016602,144.915342,14.7-18 m2,BlueCross Monterey,400000.0,68.82
1479,True,False,-37.7016602,144.915342,23.2 m2,BlueCross Monterey,550000.0,94.63
1481,True,False,-37.75275,144.8539,14.9-20.2 m2,BlueCross Riverlea,450000.0,77.42
1482,True,False,-37.75275,144.8539,14 -17.4 m2,BlueCross Riverlea,400000.0,68.82
1483,True,False,-37.8858462,145.1355923,13.3-21.6 m2,BlueCross Scotchmans Creek,400000.0,68.82
1484,True,False,-37.8858462,145.1355923,15.8-23.1 m2,BlueCross Scotchmans Creek,500000.0,86.03
1485,True,False,-37.8858462,145.1355923,14.5-21.6 m2,BlueCross Scotchmans Creek,550000.0,94.63
1486,True,False,-37.8858462,145.1355923,15.6-20.6 m2,BlueCross Scotchmans Creek,575000.0,98.93
1487,True,False,-37.8858462,145.1355923,20.2-39.1 m2,BlueCross Scotchmans Creek,600000.0,103.23
1488,True,False,-37.8858462,145.1355923,30-39 m2,BlueCross Scotchmans Creek,700000.0,120.44
1489,True,False,-37.752514,145.136153,16.9-21.4 m2,BlueCross Silverwood,500000.0,86.03
1490,True,False,-37.752514,145.136153,19.9-20.7 m2,BlueCross Silverwood,450000.0,77.42
1492,True,False,-37.795176,145.2892177,19.8-20.6 m2,BlueCross Tarralla,450000.0,77.42
1494,True,False,-37.6572086,145.0824852,14.3-18.8,BlueCross The Boulevard,400000.0,68.82
1495,True,False,-37.6572086,145.0824852,14.3-17.1,BlueCross The Boulevard,450000.0,77.42
1496,True,False,-37.7921242,144.8277317,12.9-17.2 m2,BlueCross Western Gardens,350000.0,60.22
1497,True,False,-37.7921242,144.8277317,14.2-20.5 m2,BlueCross Western Gardens,425000.0,73.12
1499,True,False,,,15.5-18.2 m2,BlueCross Willowmeade,350000.0,60.22
1500,True,False,,,15.7-17.4 m2,BlueCross Willowmeade,400000.0,68.82
1501,True,False,,,15.5-18.2,BlueCross Willowmeade,350000.0,60.22
1502,True,False,,,15.7-17.4 m2,BlueCross Willowmeade,400000.0,68.82
1503,True,False,-37.813282,145.052194,12.3-27.1 m2,BlueCross Yarralee,550000.0,94.63
1504,True,False,-37.813282,145.052194,22.9-28.7 m2,BlueCross Yarralee,800000.0,137.64
1505,True,False,-37.813282,145.052194,28.6-31.5 m2,BlueCross Yarralee,900000.0,154.85
1506,True,False,-33.4979059,151.3220834,17,BlueWave Living,380000.0,65.38
1507,True,False,-33.4979059,151.3220834,13,BlueWave Living,380000.0,65.38
1508,True,False,-33.4979059,151.3220834,16.5,BlueWave Living,380000.0,65.38
1511,True,False,-33.4979059,151.3220834,16.5,BlueWave Living,380000.0,65.38
1513,True,False,-37.8340895,140.7844285,The  rooms are between 16.2m2 and 17.28m2.,Boandik Crouch Street,280000.0,48.18
1514,True,False,-37.8340895,140.7844285,The  rooms are between 16.2m2 and 17.28m2.,Boandik Crouch Street,300000.0,51.62
1515,True,False,-37.8340895,140.7844285,The  rooms are between 16.2m2 and 17.28m2.,Boandik Crouch Street,325000.0,55.92
1517,True,False,-37.842895,140.793008,The rooms range in size from17.2m2 to 18.96m2.,Boandik Kessal,325000.0,55.92
1518,True,False,-37.842895,140.793008,20.13,Boandik Kessal,350000.0,60.22
1519,True,False,-37.8396611,140.7937781,23.94,Boandik St Mary's,350000.0,60.22
1520,True,False,-37.8396611,140.7937781,16.38,Boandik St Mary's,300000.0,51.62
1521,True,False,-37.8396611,140.7937781,16.38,Boandik St Mary's,280000.0,48.18
1522,True,False,-37.842895,140.793008,16.1,Boandik Sutton,250000.0,43.01
1523,True,False,-37.842895,140.793008,14.29,Boandik Sutton,280000.0,48.18
1524,True,False,-37.842895,140.793008,The rooms are between 18.36m2 and 21.95m2.,Boandik Sutton,325000.0,55.92
1525,True,False,-37.842895,140.793008,The rooms are between 26.69 and 29.00m2.,Boandik Sutton,375000.0,64.52
1526,True,False,-33.7294687,150.3860759,18,Bodington,475000.0,81.73
1531,False,False,-34.2490833,140.4718897,15-17 sqm,Bonney Lodge,320000.0,55.06
1532,False,False,-34.2490833,140.4718897,19-21 sqm,Bonney Lodge,320000.0,55.06
1536,False,False,-36.11348,143.726796,12.92 squ m,Boort District Health Low Care,550000.0,94.63
1537,True,False,-36.076423,146.931133,These room are 25.40 square metres in size.,Borella House,450000.0,77.42
1538,True,False,-36.076423,146.931133,The rooms are 14.5 square metres in size,Borella House,325000.0,55.92
1539,True,False,-36.076423,146.931133,These rooms are 18.4 square metres in size.,Borella House,385000.0,66.24
1540,False,False,-33.4972959,151.3221768,These rooms are 18.4 square metres in size.,Boronia Court Aged Care Facility,385000.0,66.24
1543,False,False,-33.7207774,151.103908,Approximately 16-18m2,Bowden Brae Gardens,480000.0,82.59
1545,False,False,-33.7207774,151.103908,Approximately 16-18m2,Bowden Brae Gardens,480000.0,82.59
1546,True,False,-26.6280892,152.9529706,approximately 14m2,Bowder Lodge,190000.0,32.69
1547,True,False,-26.6280892,152.9529706,approximately 14m2,Bowder Lodge,280000.0,48.18
1548,True,False,-34.4921121,150.4215084,Range from 21 to 25 sq mt,Bowral House Nursing Home,550000.0,94.63
1574,True,False,-32.03911,115.77111,18,Braemar House,465000.0,80.01
1578,True,False,,,22.75,Brentwood Nursing Home,350000.0,60.22
1579,True,False,,,17,Brentwood Nursing Home,350000.0,60.22
1580,True,False,,,17,Brentwood Nursing Home,295000.0,50.76
1584,False,False,-33.729121,151.023142,24.2 (inc ensuite),Brian King Gardens,630000.0,108.39
1585,False,False,-33.729121,151.023142,24.2 (inc ensuite),Brian King Gardens,665000.0,114.42
1586,False,False,-33.729121,151.023142,26.9 (incl ensuite),Brian King Gardens,685000.0,117.86
1587,True,False,-35.0281572,138.5245478,12,Brighton Aged Care,350000.0,60.22
1589,True,False,-35.0281572,138.5245478,12,Brighton Aged Care,290000.0,49.9
1590,True,False,-35.0281572,138.5245478,12,Brighton Aged Care,350000.0,60.22
1591,True,False,-31.8871953,115.7998545,15.70m2 to 19.71m2,Brightwater Birralee,500000.0,86.03
1592,True,False,-31.8871953,115.7998545,16 - 19 m2,Brightwater Birralee,500000.0,86.03
1593,True,False,-31.8871953,115.7998545,16 - 19 m2,Brightwater Birralee,500000.0,86.03
1594,True,False,-32.0736187,115.9640421,16 - 19 m2,Brightwater Huntingdale,500000.0,86.03
1595,True,False,-31.7241454,115.7599745,16 - 19 m2,Brightwater Joondalup,500000.0,86.03
1596,True,False,-31.8116706,115.8342704,16 - 19 m2,Brightwater Madeley,500000.0,86.03
1598,True,False,-31.9530375,115.8290718,15.94m2 to 16.18m2,Brightwater Onslow Gardens,545000.0,93.77
1600,True,False,-31.73626,115.77171,15.63m2 to 21.02m2,Brightwater Oxford Gardens,450000.0,77.42
1601,True,False,-31.9416539,115.9429848,15.63m2 to 21.02m2,Brightwater Redcliffe,450000.0,77.42
1602,True,False,-32.0995207,115.8473235,15.63m2 to 21.02m2,Brightwater South Lake,450000.0,77.42
1603,True,False,-32.5552521,115.739205,15.63m2 to 21.02m2,Brightwater The Cove,450000.0,77.42
1605,True,False,-32.32062,115.7562,15.90m2 to 18.43m2,Brightwater The Oaks,425000.0,73.12
1607,True,False,-31.9126282,115.8775075,16.21m2 to 21.61m2,Brightwater The Village,515000.0,88.61
1610,True,False,-37.8920322,145.0705093,14,Brimlea Aged Care,350000.0,60.22
1612,True,False,-37.8920322,145.0705093,12,Brimlea Aged Care,300000.0,51.62
1617,True,False,-27.4825467,152.9094619,17.3,Brookfield Village Care Centre,375000.0,64.52
1619,True,False,-27.4825467,152.9094619,17.3,Brookfield Village Care Centre,395000.0,67.96
1620,True,False,-27.4825467,152.9094619,17.3,Brookfield Village Care Centre,385000.0,66.24
1621,True,False,-33.742614,150.8864988,19m2,Brother Alberts Home,450000.0,77.42
1623,True,False,-33.742614,150.8864988,11.9m2,Brother Alberts Home,350000.0,60.22
1626,False,False,-33.6936513,150.5791434,Two room types 19.8m2 & 31.8m2,Buckland,540000.0,92.91
1627,False,False,-33.6936513,150.5791434,12.86,Buckland,540000.0,92.91
1628,False,False,-37.0495796,146.0881979,12,Buckland House Nursing Home,500000.0,86.03
1631,True,False,,,4.3m x 3.8m,Bucklands,400000.0,68.82
1632,False,False,-31.467886,152.734014,13m2,Bundaleer Gardens Hostel,270000.0,46.45
1634,True,False,-27.5818064,152.7636387,16,Bundaleer Lodge Nursing Home,395000.0,67.96
1637,True,False,-27.5818064,152.7636387,16,Bundaleer Lodge Nursing Home,550000.0,94.63
1638,False,False,-31.456721,152.728215,13.6m2,Bundaleer Nursing Home,270000.0,46.45
1645,True,False,-30.519289,151.665759,21,Bupa Armidale,275000.0,47.32
1646,True,False,-30.519289,151.665759,18,Bupa Armidale,250000.0,43.01
1654,True,False,-28.8417044,153.5666368,13.68,Bupa Ballina,465000.0,80.01
1656,True,False,-28.8417044,153.5666368,14.45,Bupa Ballina,390000.0,67.1
1657,True,False,-28.8417044,153.5666368,18.95,Bupa Ballina,550000.0,94.63
1658,True,False,-33.9111648,151.026129,16.49,Bupa Bankstown,495000.0,85.17
1659,True,False,-33.9111648,151.026129,16.26,Bupa Bankstown,445000.0,76.56
1660,True,False,-33.9111648,151.026129,16.85,Bupa Bankstown,445000.0,76.56
1661,True,False,-33.9111648,151.026129,15.72,Bupa Bankstown,370000.0,63.66
1663,True,False,-28.2165613,153.5194636,15.46,Bupa Banora Point,400000.0,68.82
1664,True,False,-28.2165613,153.5194636,13.07,Bupa Banora Point,350000.0,60.22
1665,True,False,-28.2165613,153.5194636,11.18,Bupa Banora Point,295000.0,50.76
1667,True,False,-38.1660727,144.3367079,14.14,Bupa Barrabool,400000.0,68.82
1668,True,False,-38.1660727,144.3367079,14.65,Bupa Barrabool,385000.0,66.24
1669,True,False,-38.1660727,144.3367079,14.14,Bupa Barrabool,360000.0,61.94
1671,True,False,-33.3790051,151.4785501,14.79,Bupa Bateau Bay,325000.0,55.92
1672,True,False,-33.3790051,151.4785501,11.2,Bupa Bateau Bay,350000.0,60.22
1674,True,False,-33.3790051,151.4785501,16.11,Bupa Bateau Bay,400000.0,68.82
1675,True,False,-33.7552497,150.988864,17.78,Bupa Baulkham Hills,450000.0,77.42
1676,True,False,-33.7552497,150.988864,17.78,Bupa Baulkham Hills,600000.0,103.23
1677,True,False,-33.7552497,150.988864,17.78,Bupa Baulkham Hills,375000.0,64.52
1678,True,False,-38.1707962,144.3992502,10.89,Bupa Bellarine Lakes,325000.0,55.92
1680,True,False,-38.1707962,144.3992502,11,Bupa Bellarine Lakes,275000.0,47.32
1682,True,False,-34.7772183,150.6854705,17.12,Bupa Berry,420000.0,72.26
1684,True,False,-34.7772183,150.6854705,16.25,Bupa Berry,360000.0,61.94
1685,True,False,-37.9940257,145.3115617,15.79,Bupa Berwick,400000.0,68.82
1686,True,False,-37.9940257,145.3115617,16.28,Bupa Berwick,350000.0,60.22
1691,True,False,-38.057779,145.126215,17.3,Bupa Bonbeach,325000.0,55.92
1692,True,False,-38.057779,145.126215,11.78,Bupa Bonbeach,275000.0,47.32
1698,True,False,-34.8816271,138.6633659,16.65,Bupa Campbelltown,325000.0,55.92
1703,True,False,-37.902185,145.0279778,13.2,Bupa Caulfield,415000.0,71.4
1705,True,False,-37.902185,145.0279778,11.28,Bupa Caulfield,350000.0,60.22
1706,True,False,-37.902185,145.0279778,14.51,Bupa Caulfield,550000.0,94.63
1707,True,False,,,15.87,Bupa Clayton,400000.0,68.82
1708,True,False,,,15.21,Bupa Clayton,345000.0,59.36
1709,False,False,-37.7387987,144.9612588,13.28,Bupa Coburg,425000.0,73.12
1710,False,False,-37.7387987,144.9612588,11.68,Bupa Coburg,400000.0,68.82
1713,False,False,-37.7387987,144.9612588,17sqm,Bupa Coburg,500000.0,86.03
1715,True,False,-37.7879585,145.273192,11.71,Bupa Croydon,380000.0,65.38
1716,True,False,-37.7879585,145.273192,12.55,Bupa Croydon,450000.0,77.42
1718,True,False,-37.7919542,145.1797072,16.74,Bupa Donvale,500000.0,86.03
1719,True,False,-37.7919542,145.1797072,13.46,Bupa Donvale,450000.0,77.42
1720,True,False,-37.7919542,145.1797072,13.21,Bupa Donvale,400000.0,68.82
1723,False,False,-33.6939425,151.017708,15.02,Bupa Dural,550000.0,94.63
1724,False,False,-33.6939425,151.017708,15.23,Bupa Dural,400000.0,68.82
1726,True,False,-36.1550024,144.7324037,21.5,Bupa Echuca,300000.0,51.62
1727,True,False,-36.1550024,144.7324037,20,Bupa Echuca,250000.0,43.01
1728,True,False,-36.1550024,144.7324037,16.9,Bupa Echuca,200000.0,34.41
1729,True,False,-37.0571567,149.9083803,16.3,Bupa Eden,425000.0,73.12
1730,True,False,-37.0571567,149.9083803,17.9,Bupa Eden,375000.0,64.52
1731,True,False,-37.0571567,149.9083803,16.3,Bupa Eden,325000.0,55.92
1732,True,False,-37.0571567,149.9083803,16.15,Bupa Eden,275000.0,47.32
1734,True,False,-38.0431316,145.1119199,11.32,Bupa Edithvale,200000.0,34.41
1736,True,False,-34.8708987,138.6070709,14,Bupa Enfield,325000.0,55.92
1737,True,False,-34.8708987,138.6070709,15.23,Bupa Enfield,375000.0,64.52
1739,True,False,-34.8708987,138.6070709,17.66,Bupa Enfield,275000.0,47.32
1743,False,False,-33.9041662,151.0435525,12.82,Bupa Greenacre,300000.0,51.62
1744,False,False,-33.9041662,151.0435525,14.45,Bupa Greenacre,350000.0,60.22
1745,True,False,-37.681083,145.122106,14.43,Bupa Greensborough,475000.0,81.73
1746,True,False,-37.681083,145.122106,13.4,Bupa Greensborough,425000.0,73.12
1747,True,False,-34.2890261,146.0264636,16.31,Bupa Griffith,275000.0,47.32
1751,True,False,-31.0590181,152.8298475,17.61,Bupa Kempsey,320000.0,55.06
1752,True,False,-31.0590181,152.8298475,14.79,Bupa Kempsey,300000.0,51.62
1754,True,False,-37.2562487,144.4615405,16.18,Bupa Kyneton,375000.0,64.52
1755,True,False,-37.2562487,144.4615405,20.29,Bupa Kyneton,325000.0,55.92
1756,True,False,-37.2562487,144.4615405,16.18,Bupa Kyneton,250000.0,43.01
1758,True,False,-28.052666,153.3705508,13.86,Bupa Merrimac,350000.0,60.22
1759,True,False,-28.052666,153.3705508,11.91,Bupa Merrimac,295000.0,50.76
1760,True,False,-28.052666,153.3705508,11.94,Bupa Merrimac,325000.0,55.92
1761,True,False,-34.2092058,142.1340306,18.62,Bupa Mildura,350000.0,60.22
1762,True,False,-34.2092058,142.1340306,15.71,Bupa Mildura,295000.0,50.76
1769,True,False,-33.8237047,151.2354658,15.06,Bupa Mosman,600000.0,103.23
1770,True,False,-33.8237047,151.2354658,15.03,Bupa Mosman,700000.0,120.44
1771,True,False,-33.8237047,151.2354658,19.44,Bupa Mosman,800000.0,137.64
1772,True,False,-16.993994,145.743677,14.25,Bupa Mt Sheridan,275000.0,47.32
1773,True,False,-16.993994,145.743677,15.96,Bupa Mt Sheridan,425000.0,73.12
1774,True,False,-16.993994,145.743677,17.59,Bupa Mt Sheridan,550000.0,94.63
1775,False,False,-33.9430347,151.0653119,7.04,Bupa Narwee,275000.0,47.32
1776,False,False,-33.9430347,151.0653119,6.34,Bupa Narwee,250000.0,43.01
1780,False,False,,,15.2,Bupa New Farm,550000.0,94.63
1781,False,False,,,17.88,Bupa New Farm,575000.0,98.93
1782,False,False,,,11.54,Bupa New Farm,500000.0,86.03
1785,True,False,-33.7866694,151.0025504,18.08,Bupa North Rocks,400000.0,68.82
1786,True,False,-33.7866694,151.0025504,14.84,Bupa North Rocks,295000.0,50.76
1790,True,False,-38.3634103,141.6139634,15.02,Bupa Portland,240000.0,41.29
1791,True,False,-38.3634103,141.6139634,14.23,Bupa Portland,190000.0,32.69
1793,True,False,-38.3634103,141.6139634,14.23,Bupa Portland,220000.0,37.85
1794,True,False,,,13.41,Bupa Pottsville Beach,400000.0,68.82
1795,True,False,,,13.74,Bupa Pottsville Beach,450000.0,77.42
1796,True,False,,,13.44,Bupa Pottsville Beach,300000.0,51.62
1798,True,False,,,27,Bupa Pottsville Beach,600000.0,103.23
1802,True,False,-42.891708,147.3163172,18.33,Bupa South Hobart,250000.0,43.01
1803,True,False,-42.891708,147.3163172,21.51,Bupa South Hobart,400000.0,68.82
1804,True,False,-42.891708,147.3163172,26.08,Bupa South Hobart,350000.0,60.22
1805,True,False,-42.891708,147.3163172,18,Bupa South Hobart,300000.0,51.62
1806,True,False,-37.6546481,145.0881468,11.57,Bupa South Morang,400000.0,68.82
1808,True,False,-37.6546481,145.0881468,11.57,Bupa South Morang,350000.0,60.22
1810,True,False,-35.350229,149.049586,23.2,Bupa Stirling,650000.0,111.84
1811,True,False,-35.350229,149.049586,23.2,Bupa Stirling,525000.0,90.33
1812,True,False,-35.350229,149.049586,23.2,Bupa Stirling,475000.0,81.73
1813,True,False,-37.7857084,144.8380232,11.39,Bupa Sunshine,200000.0,34.41
1815,True,False,-34.0306144,151.0662368,18.8,Bupa Sutherland,600000.0,103.23
1816,True,False,-34.0306144,151.0662368,18.8,Bupa Sutherland,475000.0,81.73
1817,True,False,-34.0306144,151.0662368,18.8,Bupa Sutherland,400000.0,68.82
